business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,total_reviews,earlier_reviews,recent_reviews,review_growth,average_rating,earlier_average_rating,recent_average_rating,rating_change,total_checkins,earlier_checkins,recent_checkins,checkin_growth,review_change,checkin_change,rating_change_for_score,review_trend_norm,checkin_trend_norm,rating_trend_norm,engagement_score,merchant_status,merchant_sentiment_score,sentiment_review_count,engagement_polarity,sentiment_polarity,priority_group,top_cx_theme
ROeacJQwBeh05Rqg7F6TCg,BAP,1224 South St,Philadelphia,PA,19147.0,39.943223,-75.162568,4.5,205,1,"{'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'None', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'True'}","Korean, Restaurants","{'Monday': '11:30-20:30', 'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30'}",208,1,6,5.0,4.3173076923076925,5.0,4.5,-0.5,221,1,2,1.0,5,1,-0.5,0.5480769230769231,0.5595238095238094,0.4375,0.5273199023199022,Growing,0.65,6.0,High,Positive,Expand,"food_product_quality,staff_behavior"
hTyJhpH7Bl5moMWQb4Sosg,Island Fin Poké,"6417 E County Line Rd, Ste 101",Tampa,FL,33647.0,28.169016,-82.356628,5.0,88,1,"{'RestaurantsTableService': 'False', 'WiFi': ""u'free'"", 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'False', 'BikeParking': 'True', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'True'}","Gluten-Free, Poke, Food, Restaurants, Hawaiian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",91,12,14,0.1666666666666666,4.78021978021978,4.666666666666667,4.785714285714286,0.1190476190476186,85,14,9,-0.3571428571428571,2,-5,0.1190476190476186,0.5192307692307693,0.5238095238095237,0.5148809523809523,0.5197903947903948,Stable,0.85,10.0,High,Positive,Expand,"food_product_quality,staff_behavior"
68ThEdiK0eWCEgGEmV9Tng,Southgate,1801 Lombard St,Philadelphia,PA,19146.0,39.9455687,-75.1717901,4.0,323,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'Corkage': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'Caters': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BYOB': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': False}""}","Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '14:0-22:0', 'Sunday': '14:0-21:0'}",330,11,10,-0.0909090909090909,4.157575757575757,4.545454545454546,4.3,-0.245454545454546,565,12,18,0.5,-1,6,-0.245454545454546,0.4903846153846153,0.5892857142857142,0.4693181818181817,0.5186702186702186,Stable,0.54,10.0,High,Positive,Expand,"food_product_quality,pricing_value"
eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,212 S 12th St,Philadelphia,PA,19107.0,39.948081,-75.1608093,4.5,310,1,"{'BikeParking': 'True', 'Caters': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Bakeries, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '8:0-13:0', 'Friday': '8:0-13:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",321,21,24,0.1428571428571428,4.654205607476635,4.571428571428571,4.541666666666667,-0.0297619047619042,314,17,17,0.0,3,0,-0.0297619047619042,0.5288461538461539,0.5535714285714285,0.496279761904762,0.529850936100936,Growing,0.789,10.0,High,Positive,Expand,"staff_behavior,food_product_quality"
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,312 Market St,Philadelphia,PA,19106.0,39.9499452,-75.146352,2.5,33,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'False', 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Smoking': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'CoatCheck': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': None}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True'}","Lounges, Sports Bars, Bars, Cocktail Bars, Nightlife, Restaurants, American (Traditional)","{'Monday': '11:0-1:30', 'Tuesday': '11:0-1:30', 'Wednesday': '11:0-1:30', 'Thursday': '11:0-1:30', 'Friday': '11:0-1:30', 'Saturday': '11:0-1:30', 'Sunday': '11:0-1:30'}",33,2,2,0.0,2.4242424242424243,1.0,1.0,0.0,31,0,1,,0,1,0.0,0.5,0.5595238095238094,0.5,0.5198412698412698,Stable,-0.675,4.0,High,Negative,Monitor / Intervene,"staff_behavior,order_accuracy_wait_time"
WO5nr-4sjVs506BdCLL0aA,Kuchi Sushi & Hibachi,9206 Anderson Rd,Tampa,FL,33634.0,28.030876,-82.541377,4.0,319,1,"{'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'Caters': 'False', 'WiFi': ""'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True'}","Restaurants, Japanese, Asian Fusion, Sushi Bars, Teppanyaki","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '13:0-23:0', 'Sunday': '13:0-22:0'}",331,20,15,-0.25,4.0362537764350455,3.65,3.866666666666666,0.2166666666666667,326,9,9,0.0,-5,0,0.2166666666666667,0.4519230769230769,0.5535714285714285,0.5270833333333333,0.5025081400081399,Declining,0.365,10.0,Low,Positive,Growth Opportunity,"food_product_quality,cleanliness_ambiance"
h85b3MFPWyaopMBy8DpBpA,Ron's Caribbean Cuisine,5726 N Broad St,Philadelphia,PA,19141.0,40.0407573,-75.1448014,4.0,142,1,"{'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': None}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False'}","Restaurants, Food, Ethnic Food, Cafes, Caribbean, Specialty Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-20:0'}",147,8,10,0.25,3.9047619047619047,3.875,3.7,-0.1749999999999998,118,1,2,1.0,2,1,-0.1749999999999998,0.5192307692307693,0.5595238095238094,0.478125,0.5235271672771672,Growing,0.54,10.0,High,Positive,Expand,"food_product_quality,service_speed"
xkTjLbBC7uB-rAIDqAm-sw,Los Comparres,5305 N Armenia Ave,Tampa,FL,33603.0,27.995155,-82.48414,4.5,339,1,"{'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""'average'"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}","Street Vendors, Restaurants, Mexican, Food Trucks, Food, Seafood","{'Tuesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Sunday': '11:0-19:0'}",349,9,8,-0.1111111111111111,4.610315186246418,5.0,5.0,0.0,334,1,3,2.0,-1,2,0.0,0.4903846153846153,0.5654761904761904,0.5,0.5175518925518925,Stable,0.86,10.0,High,Positive,Expand,"food_product_quality,staff_behavior"
knA3b_WnHUJAyrIzzL9Lrg,Earl of Sandwich,"2223 Fc-206 International Mall Food Court N Westshore Blvd, International Mall Food Court",Tampa,FL,33607.0,27.9656004,-82.5207316,3.5,100,1,"{'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True'}","Event Planning & Services, Restaurants, Food, Wraps, Caterers, Salad, Sandwiches, Food Delivery Services","{'Monday': '0:0-0:0', 'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-18:0'}",101,2,3,0.5,3.376237623762376,5.0,5.0,0.0,314,1,3,2.0,1,2,0.0,0.5096153846153846,0.5654761904761904,0.5,0.526098901098901,Growing,0.86,5.0,High,Positive,Expand,"food_product_quality,staff_behavior"
Bih0eT_lbbCUwKmGYpX0hw,Ricci's Hoagies,1165 S 11th St,Philadelphia,PA,19147.0,39.9353601,-75.1615836,4.0,67,1,"{'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'Corkage': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BYOBCorkage': ""'yes_free'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Italian, Sandwiches","{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '9:0-15:30'}",70,3,5,0.6666666666666666,4.214285714285714,3.6666666666666665,4.6,0.9333333333333332,69,4,11,1.75,2,7,0.9333333333333332,0.5192307692307693,0.5952380952380951,0.6166666666666667,0.5662189662189662,Growing,0.425,8.0,High,Positive,Expand,"food_product_quality,staff_behavior"
